[-2.658159319554464,-1.4762671005776902,1.7537692228900355,-1.7603923283019007,-1.5783394018756312,-6.201438252125875], 
[-2.658159319554464,-1.4762874034098168,1.7538703123675745,-1.7603603802123011,-1.5783265272723597,-6.201450180505411], 
[-2.6581793467151087,-1.4763230767897149,1.753829304371969,-1.7604285679259242,-1.5783346335040491,-6.20143007138838], 
[-2.658159319554464,-1.4762593072703858,1.7538026014911097,-1.7603923283019007,-1.5783756414996546,-6.20144655207266], 
[-2.658163372670309,-1.4762472671321412,1.753777805958883,-1.7604085407652796,-1.578350845967428,-6.201410051678316], 
[-2.6581912676440638,-1.4762794089368363,1.7538822332965296,-1.7603846989073695,-1.5783589521991175,-6.201389979814188], 
[-2.6581671873675745,-1.4763116401484986,1.7538254896747034,-1.7603651485838832,-1.5783265272723597,-6.201405909155504], 
[-2.658259455357687,-1.476242908542492,1.7538664976703089,-1.7603851757445277,-1.5783703962909144,-6.201434556637899], 
[-2.658255163823263,-1.4762910914472123,1.7538421789752405,-1.7603570423521937,-1.5783584753619593,-6.201453570519583], 
[-2.658370558415548,-1.476294794385769,1.7538054625140589,-1.7604252300658167,-1.578350845967428,-6.201614599918024], 
[-2.6585384050952356,-1.476343387072422,1.753761116658346,-1.7603126964964808,-1.5783312956439417,-6.201806050037042], 
[-2.65871769586672,-1.4763433796218415,1.7538254896747034,-1.760357519189352,-1.5783422628985804,-6.201994229351179], 
[-2.658917490636007,-1.4763429921916504,1.7538741270648401,-1.7602726421751917,-1.5783432165728968,-6.202128473912374], 
[-2.6591373125659388,-1.4762865838459511,1.7539456526385706,-1.7602607212462367,-1.578463379536764,-6.202304814253942], 
[-2.6592851320849817,-1.476394848232605,1.7539456526385706,-1.7602611980833949,-1.5784514586078089,-6.202456299458639], 
[-2.6595523993121546,-1.4764148753932496,1.7539218107806605,-1.7602769337096156,-1.5784509817706507,-6.202655952666895], 
[-2.659668032323019,-1.4764666345766564,1.7539332548724573,-1.7602488003172816,-1.5784910360919397,-6.2028637195574206], 
[-2.660074774418966,-1.4765026655844231,1.7539413611041468,-1.7603298626341761,-1.5786884466754358,-6.203087415789263], 
[-2.668649737034933,-1.4765390169671555,1.7539175192462366,-1.7601891956725062,-1.5789168516742151,-6.203359831367628], 
[-2.678260389958517,-1.4764746141484757,1.7539580504046839,-1.760137220422262,-1.5792205969439905,-6.203543696795599], 
[-2.686758581792013,-1.4765065100840111,1.7539847532855433,-1.7600256405272425,-1.579566780720846,-6.203590493892328], 
[-2.708449904118673,-1.4765305382064362,1.7540295759784144,-1.7600065670409144,-1.5797141234027308,-6.203746240829126], 
[-2.7328465620623987,-1.4765266117504616,1.75403339067568,-1.7599336109557093,-1.579874340687887,-6.203942079340116], 
[-2.755282465611593,-1.4765905824354668,1.7540419737445276,-1.7599107227721156,-1.5800264517413538,-6.204229656849996], 
[-2.766226832066671,-1.4765857395580788,1.7539971510516565,-1.7598425350584925,-1.5802186171161097,-6.204562407230036], 
[-2.778649393712179,-1.476569616501667,1.7540491263019007,-1.759778162042135,-1.5803478399859827,-6.20484030643572], 
[-2.7834001223193567,-1.4766463351300736,1.7541378180133265,-1.7596427402892054,-1.5804155508624476,-6.2051930020200174], 
[-2.7849789301501673,-1.4766456198743363,1.7540977636920374,-1.7595793209471644,-1.5804875532733362,-6.205536108707086], 
[-2.799802843724386,-1.4766661685756226,1.7540810743915003,-1.7594591579832972,-1.5805676619159144,-6.205827411507265], 
[-2.8085456530200403,-1.4766301673701783,1.7541464010821741,-1.7591802082457484,-1.5805957953082483,-6.206158463154928], 
[-2.8086844126330774,-1.4766896677068253,1.7541139761554163,-1.7591921291747035,-1.5806196371661585,-6.206446234379904], 
[-2.8152623812304896,-1.4768460032394906,1.7540729681598108,-1.759064336816305,-1.5808246771441858,-6.206609178577558], 
[-2.825310293828146,-1.4768134889057656,1.7541216055499476,-1.7590047321715296,-1.580853287373678,-6.206733126436369], 
[-2.8267651239978235,-1.4768773180297394,1.754164997731344,-1.758984228173727,-1.5809415022479456,-6.2066979000913065], 
[-2.8320580164538782,-1.4769091692617913,1.754113499318258,-1.7590576610960902,-1.5808289686786097,-6.206802573298113], 
[-2.8513668219195765,-1.4768814754537125,1.7541735808001917,-1.7590052090086878,-1.5807402769671839,-6.206790011619226], 
[-2.854244057332174,-1.4769016814282914,1.7540681997882288,-1.7590285740294398,-1.5808566252337855,-6.206753712390558], 
[-2.8566625753985804,-1.476893500690796,1.7541340033160608,-1.759017129937643,-1.580871884022848,-6.206741456185476], 
[-2.874873224888937,-1.4768656131676217,1.754157845173971,-1.759000917474264,-1.5807727018939417,-6.2067457477199], 
[-2.8803377787219446,-1.476818138068058,1.7541173140155237,-1.7590567074217738,-1.580836598073141,-6.206737850104467], 
[-2.8853400389300745,-1.4768814605525513,1.7541258970843714,-1.7590133152403773,-1.5808847586261194,-6.206766229365961], 
[-2.9086878935443323,-1.476877973680832,1.7541535536395472,-1.7590567074217738,-1.5808571020709437,-6.206825990472929], 
[-2.9133625666247767,-1.4768696588328858,1.7541497389422815,-1.7590648136534632,-1.580848519002096,-6.206773918365137], 
[-2.916147534047262,-1.476873242562153,1.754164997731344,-1.7590204677977503,-1.5808728376971644,-6.206753690038816], 
[-2.936514918004171,-1.4768896636417885,1.754096810017721,-1.7589966259398402,-1.58079702058901,-6.206777464841501], 
[-2.951128069554464,-1.4768500712564965,1.7541411558734339,-1.7589923344054164,-1.5807889143573206,-6.206781681870119], 
[-2.9517303148852747,-1.4769098994186898,1.7541497389422815,-1.7590133152403773,-1.5810053984271448,-6.206762138997213], 
[-2.9694979826556605,-1.4769170147231598,1.754089657460348,-1.759024282495016,-1.5808013121234339,-6.206785660480158], 
[-2.9940930048571985,-1.4768576186946412,1.754096810017721,-1.7589966259398402,-1.5807889143573206,-6.2068378815995615], 
[-2.9942317644702356,-1.4768658143332978,1.7541049162494105,-1.759040971795553,-1.5809772650348108,-6.206681702529089], 
[-3.0063298384295862,-1.4768814605525513,1.7541258970843714,-1.759012361566061,-1.5808327833758753,-6.206749599670069], 
[-3.04725152650942,-1.476785109644272,1.7541173140155237,-1.7590400181212367,-1.5806282202350062,-6.206801641975538], 
[-3.0299487749682825,-1.4767858547023316,1.7541373411761683,-1.75905241588735,-1.5808447043048304,-6.206709388886587], 
[-3.025522534047262,-1.4768655610135575,1.7540481726275843,-1.759040971795553,-1.5811856428729456,-6.20673787990679], 
[-3.0382767359363,-1.4770090591958542,1.754054371510641,-1.758984705010885,-1.5808451811419886,-6.206692923103468], 
[-3.08346397081484,-1.4767578032663842,1.7541301886187952,-1.7590443096556605,-1.580672566090719,-6.206858281289236], 
[-3.08675724664797,-1.4768100839904328,1.7541049162494105,-1.7589522800841273,-1.5808489958392542,-6.206737738345758], 
[-3.0915823618518274,-1.4769417581013222,1.7541464010821741,-1.7589684925475062,-1.5809086004840296,-6.206825908516542], 
[-3.124981943761007,-1.4768576261452218,1.7541216055499476,-1.759024282495016,-1.5806844870196741,-6.20674962202181], 
